dark+clean_gas_11,dark+clean_gas_5,dark+clean_gas_7,light+clean_gas_11,light+clean_gas_14,light+clean_gas_5,light+clean_gas_7,light+used_gas_11,light+used_gas_5,light+used_gas_7,ocean_0
Sedimentitalea,0.000964151742321129,0.00114998384086971,0,0,0,0,0.000210117925452864,0,0,0,0
Sediminispirochaeta,0,0,0,0,0,0,0,0,0,0,0.00151417857911375
SEEP-SRB4,0,0,0,0,0,0,0,0,0,0,0.000273609624757583
Seohaeicola,0.000503318263025995,0.00207338564087805,0,0.000961112864727574,0,0,0.000999741236759254,0.000616836632170496,0.00137340279655141,0.0013469151877091,0
Sericytochromatia,0,0.0013034346742809,0.000853734364692616,0,0,0,0,0,0,0,0
SG8-4,0,0,0,0,0,0,0,0,0,0,0.000272139391228122
Shewanella,0,0,0,0,0,0,0,0,0,0,0.00054840567680453
SM1A02,0.00120401715185875,0,0,0,0.0168758098112001,0,0.000680315941214548,0,0,0,0
SM2D12,0.00033456932519929,0,0,0,0,0,0,0,0,0,0
Sneathiella,0,0,0,0,0.0116833710164165,0,0.00407232862520665,0,0,0,0
Soortia,0,0,0,0,0,0,0.000143308744993871,0,0,0.000539357743729058,0
Sphaerochaeta,0,0,0,0,0,0,0,0,0,0,0.00120049300295442
Sphingomonadaceae_uncultured,0,0.000297710880666043,0,0,0,0.000578077704055674,0,0,0.000445926705761023,0,0
Spirochaeta_2,0,0,0,0,0,0,0,0,0,0,0.000892699105978483
Spirosomaceae,9.71568893087402e-05,0,0,0,0,0,0.000498728795365617,0.000765787513067295,0,0.000714005263308208,0.000137521645122849
Spirosomaceae_uncultured,0,0,0,0.000502435039730233,0,0,0.000441018359994112,0,0,0,0
Stappiaceae,0,0,0,0,0,0,0,0,0,0,0.000341886532344231
Subsaxibacter,0.000555545614215092,0,0,0,0,0,0,0,0,0,0
Sulfitobacter,0.00382679721202005,0.00833621951427754,0,0.00789644859746587,0,0,0.00171643268884567,0.00402634165193349,0,0.00162892278647973,0.0059025476597572
Sulfurimonas,0,0,0,0,0,0,0,0,0,0,0.00619538441071342
Sulfurovum,0,0,0,0,0,0,0,0,0,0,0.0288684002897994
SV1-3,0,0,0,0,0,0.000487274656736744,0,0,0.000509534411482192,0,0
Symphothece_PCC-7002,0,0,0,0.00233102325844775,0,0.0558599164472251,0.0226521751456378,0.00590788378915172,0.057615110526525,0.00849679906664563,0.000497132352792241
Synechococcus_CC9902,0,0,0,0.000930108939735734,0,0,0,0,0,0,0.00635084464177746
Synechococcus_IR11,0,0,0,0,0,0.001000063717663,0.000287261352866114,0,0.000727922944921721,0,0
Synechocystis_PCC-6803,0,0,0,0.00156565541730453,0,0,0,0,0,0,0
Taeseokella,0.00365695057845978,0.00119303007238478,0.00428854790646734,0.0328121403973862,0.00921789842648577,0.00267639163391136,0.00472771541753723,0.0367128904733019,0.00114268200050988,0.00701704845573499,0.000467729311360151
Tateyamaria,0,0,0,0,0,0,0,0,0,0,0.000483470871663816
Tenacibaculum,0.0010597592616589,0.000350333433957493,0.00232130591102886,0,0,0,0,0,0,0,0
Thalassobius,0.000150347351139086,0.000381781008430997,0,0,0,0,0,0,0,0,0.000306443590040902
Thalassococcus,0.00130729184736664,0.00172618308740514,0.000786188279835971,0.00242945712896255,0,0,0.00363489988939262,0.00386818708261633,0,0.00467585277759142,0.000303004425677472
Thalassospira,0,0,0,0.0134617627934759,0,0.00200729383349453,0.0471862905659465,0.0310070251522981,0.00292919423579958,0.0678548179203989,0.000734733742356517
Thermovirga,0,0,0,0,0,0,0,0,0,0,0.000393059746439208
Thioclava,0.00020550934094922,0.000889783082940778,0,0,0,0,0,0,0,0,0.00152846510104591
Thiomicrorhabdus,8.79761121790175e-05,0,0,0,0,0,0.000121261247742742,0.000411377535110536,0,0,0.0170412001153674
Thiothrix,0,0,0,0,0,0,0,0,0,0,0.000619855396578704
Thiotrichaceae_uncultured,0,0,0,0,0,0,0,0,0,0,0.000231407312185258
Treponema,0,0,0,0,0,0,0,0,0,0,0.00121155626116132
Tropicibacter,0.00545249424174135,0.0124296965400725,0.0100036301024264,0,0,0,0.000170541000242139,0,0,0,0.000614336335999513
Tropicimonas,0.000886429725081722,0.0013989406173866,0,0,0,0,0,0,0,0,0.000861964986761878
UCG-012,0,0,0,0,0,0,0,0,0,0,0.000144064587188193
Ulvibacter,0,0,0,0,0,0,0,0,0,0,0.00233079925791962
Unknown_Family,0,0,0,0,0,0,0.00043815811786939,0,0,0.000633753722756872,0
Vibrio,0,0.000531706423439848,0,0,0,0,0.0121012208914462,0,0,0,0.000973078919255704
Vicingus,0.000478406194291795,0,0,0,0,0,0,0,0,0,0.00121571325304524
Vitellibacter,0.000820755525820602,0,0,0,0,0,0,0,0,0,0
WCHB1-32,0,0,0,0,0,0,0,0,0,0,0.000710675525373294
WCHB1-41,0,0,0,0,0,0,0,0,0,0,0.000311046404457786
Wenyingzhuangia,0,0,0,0.000449941176233087,0,0.00135463789454439,0.00125716632696467,0.00235045773363504,0,0.00109217878704333,0.000188712702589299
Winogradskyella,0.0312432102225314,0.00307216245896209,0.0174610279645974,0.000551158589192069,0.0128423826622572,0.00122667961118501,0.0232761780789819,0.00132212438373616,0.000812518490687423,0.00437229317826171,0.00213708974226434
Xanthomarina,0.000425934137827415,0,0,0,0,0,0,0,0,0,0
Yoonia-Loktanella,0.000426889471959984,0.0008546408592045,0,0,0,0,0.000923377037207869,0,0,0,0.00193733371000026
Youngimonas,0.00440858177623774,0.0111975727316058,0.00494059730303462,0,0,0,0,0,0,0,0.000152209183485479
Zobellia,0,0,0,0,0,0,0,0,0,0,0.000582674131716612
